:LABEL,global_id,id,ifc_type
IfcRELSPACEBOUNDARY,3_CRg97C13fvey0HdWtGUB,#38710,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,088lrrD0TF9ewJXdEUzRQp,#38711,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0WTULSpQT7RhQSyxISy7q9,#38712,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1XTnYdjt58o9QfPGWWgGfL,#38713,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1Y4PwrU8jD7hn804ME4YRi,#38714,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3IYrr5Q2P4kR5Vxw94In_d,#38715,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1YaAqOeeD3uh9XYyKyeaJA,#38716,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0Ejx$tRWXCXPS2O9j77IiH,#38717,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,094t1_4X5EmufokRgNuGdW,#38718,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3u5iJAXJDBHOMKA2nXH38K,#38719,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3lRLhmFbXF29m53KMsH6rL,#38720,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3KQFyDa3r3w9wSQuiIrFje,#38721,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2b6F_wJnT4jh1ATwgxKwJF,#38722,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2KrUt4lijC3BdHahKF0QMW,#38723,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1$B6h1gBz6V9F3l3Y0zr20,#38724,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,141Vo16NfDWwKWTWc8XvPK,#38725,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,02QL5v2Ef5uPeXoaE0q8tp,#38726,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,29nnz5EuHBGQHKFzQ$dQQR,#38727,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0Fc7d006TB8PC043DePuB9,#38728,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2ougjVQnTBXxJ5srz3ladJ,#38729,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0Db$GUOLH2qA84rc2CuCov,#38730,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2e9$apiDjFs9NpbUtDaoeU,#38731,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3ZEp8x6R1CqQgoMH2z8wg2,#38732,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1egfhPyif1lxV77F9hI3yV,#38733,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3ohtn0UHjE0RMVdPXWFK$z,#38734,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1KgGAQm9PCTPo1hv5KxY9r,#38735,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2K2U$N2i994AK7Qdw3UuTk,#38736,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,38R_dMNrj0iBl3uvZqNUhs,#38737,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2vXPye7EnBv9QW2pQUB634,#38738,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,13X5qv$fz3KQcoqJWDUQPF,#38739,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,202LunCU9Dqep$q8aXC99d,#38740,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0N54PX785EZALKkWiUmW8E,#38741,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0Dwo8aiar7E8nEcAJzdcQ4,#38742,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,37ngsHDB98nAUm2u4S5ALE,#38743,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2wxIRwo9H9G9OBVDX_fhz8,#38744,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2UclybFaPBiuJLClz$IGpW,#38745,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,17RllTwtD6dvTOcxVpMVje,#38746,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1P8Dov$sf1lvyHacH1vW0A,#38747,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2SjtlmXkD6QwniKWuqV9WZ,#38748,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,24gJ4dpnjAiRJcuKTs_Q8x,#38749,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0GHgMCoT9ApubkEfNqOb2q,#38750,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2HonGtAk13vOXT004TCKAJ,#38751,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,05C88JbmH5tgpglRfgGcM$,#38752,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2vsVopdzPDgBVPqUe3oVfr,#38753,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3$j2b$L6n6tAIoGKpMssoE,#38754,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3k4i1UK9XEYxWd7tEVT7mP,#38755,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0Sd1PejWz4pPH$hIpnDfK3,#38756,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2Lz3RuvFHD88JVCriXod2n,#38757,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0IUNhDzrb2TAPVpFWREIOP,#38758,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1IZczdjVv1N9curWCrwlAW,#38759,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1Y4tYvb550hwQxGTHBeoh8,#38760,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0q5tSQzs52qfIX$TXzCOvK,#38761,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,08nNUS6u9EmupEA6KIiux2,#38762,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0NNiwF12P8HQBEfdehonZR,#38763,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3N7BulULbCxetZ72qbmtUK,#38764,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2lbonkM0DBi8ascGhiXIIP,#38765,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0NmaZMmFX4tAn04BxQWGHq,#38766,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0TNGlfOHPADBaqWyjYiukT,#38767,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0Uq2GbhFL3RgLfpES4cSui,#38768,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,07z4digYL2Ugc$fmWe$948,#38769,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1s$qfe3c5118UWEBHFGYzc,#38770,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0oiZ351sn0Qf9kWW7FGO$U,#38771,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1WuQSsg85ExAHekf_W3$0W,#38772,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,018Nr1LVP3iO2dH9w1CXCR,#38773,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1V7o2p2$DBtQGZ_6GI2KAC,#38774,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0P864ILbD7AgUJG3Qu$7J7,#38775,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2CUwysrAz8p9A5KXE94C4H,#38776,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2eHq0SHtL3KRgmYuwd4PnC,#38777,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0XYL9kUALDxO2iAdFtEaoR,#38778,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3ihNCgEiH4xfLNRIEVJDUz,#38779,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0JXyPqK755fecBPOf5QCdZ,#38780,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3fwmupldL22udbMYNao8hQ,#38781,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1y6r9rob93wgP1cJD6kRoV,#38782,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0_fZKZpPv6CBSGp31BHB24,#38783,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3VgMwxQ5X12usjyFLYBLDC,#38784,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1WJfzN$CzCChXtapaz$WfB,#38785,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1UBIr6xAD8De8A_ka6CKo0,#38786,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,38Qfw_KHfBwOnaC21G2VAM,#38787,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1e3iOCoVL1hQp4oDirv$vm,#38788,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1CnTUS7$r3FR41Mm88_RMP,#38789,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,22RX6mvMf13PKH$ZhWJVvu,#38790,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0kz_PUqVz1W89Cd_u_9a1x,#38791,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1RlIFplynD_OFGArRhDIM7,#38792,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,290ApAb750heqA8d87Kkqf,#38793,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,01k_4bjc99PAq3$W0ozloY,#38794,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3SI3SRj65DFBty7jHWkIOD,#38795,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1WnOW3kE144BKg6ppHf6G1,#38796,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2DCEkL0711JPF2TAaR99uF,#38797,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0JX5K9YfLEqeRnuT5LiSAP,#38798,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,36RWj1$QP36PDdIaupXs53,#38799,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,21qBGuuJz5T8ARHJW4EVR0,#38800,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1OTW5qw6D5MulXWTawzmte,#38801,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0SRFlAA6rEBf1LtkEtwrgG,#38802,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,15uCwyCCD3ZxGKJP7BUFD4,#38803,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3c$xyphFr0dwUMO2fin7Rk,#38804,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2c2En85dLEeB9F0b8J3_ve,#38805,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1zFkNKrw5EzuGg_6R0YeH3,#38806,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,24DAyXxRXERuPWzgeBWpjg,#38807,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,24o0FqPwj0txKWGEXS_7nD,#38808,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2hGbUOwNj5TR_8GqqAAJXu,#38809,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0RxjjfO$D2fw3NKvkDdDx2,#38810,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1nb93mV7H9TPktEdLEgrCV,#38811,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2F_V8bQAX2uAfdZ0QSu0pk,#38812,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2egbDLoAX48uUHGh_Ss$na,#38813,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2Bqhax6nLEcfMw$nf$$v_v,#38814,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3V3Z94lIz7hxuzP2B5aZEz,#38815,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0fL1OqSTnFgOAvcXGXeQjM,#38816,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3IN7Saii16C8AWfdA9C_aj,#38817,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3Wgs3udn93kOFBrre4tQpu,#38818,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3CLcJPqcn1TA4q$Xi6Jugj,#38819,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0$B7CWCb97LujYsg0EZSIF,#38820,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2FeTxvKij96elVo2FGBFar,#38821,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2884r4dyjFqw_ldViO12XK,#38822,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,18hS5hC0b398Cpt8fWGnxK,#38823,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1XbHnAJy16hwLnvs3WmBkC,#38824,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3MZClbwNT31vcds2jE6t$t,#38825,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0zII6NuhLCDw0dH_YTBfXc,#38826,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0TLIvp0iX6aQdm_XsRHEZX,#38827,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3vKNaysxf8Xh_vyXsyKSdW,#38828,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3bLuMS2Xn5C8Uc7oeliarF,#38829,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1A3MSSfc91xB2oZXPs24oL,#38830,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2cnEFP1Hf8qhBvcwf8AfVY,#38831,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,03q1V9kd5AP9hPXpk0vPhG,#38832,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3iyd72Cw547uTVxTwrLbES,#38833,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2ItMmi98b23BvafGeXGeQZ,#38834,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0umBldgSv1NBiDkCDNRKYF,#38835,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2$lO2UtVH1agG1IgAy$Vs9,#38836,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3LJDjlrmL5ausYt5oeScq9,#38837,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3zQOidAd1CehinO_61Deii,#38838,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0qMtzGUBrBagLXPY45t5HS,#38839,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1Vuc0Qsk58gfOv1NGG$oo3,#38840,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0s4WENF6bDGfrQ6QCjU$na,#38841,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1CxRzFYOv6uh1cdV2K8ERB,#38842,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,35jYgA3R9BExRxQTKx8ZPM,#38843,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3FOrEqThv2Se1u23AHtKvk,#38844,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,21yGxAuEX0gxCDapss99FW,#38845,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3i54gsBf98Pw9ty3iY2HE$,#38846,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,36OMmOTvLAHgOqtU_5tteC,#38847,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0hNb6easr3F8vzVsTH2emg,#38848,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3O9f30zWLA69TZCfnb6RgG,#38849,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1YBCU3qu16yP9m84_yzGvR,#38850,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1TXA6nz857ie2C6YS5UaeG,#38851,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0IqR4G5oX50O9ApPiWUpZe,#38852,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1Gg0wB$W55EerR6RK98ICz,#38853,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3pGW_TEM9DcOTc7x8ZL91P,#38854,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0pWxxQ2g1C9e8TFYg3tqLo,#38855,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,249fIT5594mw8maGies3SZ,#38856,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0qMzMYIHP4sOTCVJNP1MMH,#38857,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3TZ0fuJIz4HeuAMdY6Fvyl,#38858,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0IX0rLm9LDy8OwTDcBD519,#38859,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0AAdo09w9B5xm9TWG7u9Dy,#38860,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2HXe_QdyH2nwOGPU_jCwud,#38861,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1WOuyEhYH7Hud3Y1nwXhOT,#38862,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1Ub7Pvtff4$uJxEIe5bVUi,#38863,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2akMDHX4P2JwXBD_fuqOes,#38864,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3wvebZRmL8hOBhHnD3VGFU,#38865,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3Y406OjY18reqCMDH3jKlJ,#38866,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3Q5DYQ$D969w2zkKbtVFhO,#38867,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3Ea0QW0_17wP7lb4_z17$N,#38868,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1iOt1Y65n6RxwI9htVP46B,#38869,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2U8f9x1azBgxJXm_BtR2Ve,#38870,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1ag4iwt5nAlObHc0yz2U35,#38871,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3OchC7f6f17gUESvLs7egD,#38872,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0sjRBoxqT4POrTwEY_2dZx,#38873,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3W7JypU1L4$h__6CJLY96t,#38874,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0jS0tar51Aq8_21dyG_qoM,#38875,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1eSU680YD77f5U$FQQs7gy,#38876,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1nGGQopB18pBHBoPfshxVh,#38877,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0iWfpCYpX2PghMMVTcGd_U,#38878,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3WzVsP9yz1uhcU0gxFpZg1,#38879,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3FSCR_8xD0WBnjFxufq4js,#38880,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,07La4RUKb3ve2KmqyyWv7l,#38881,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,0QKj7TirnCK9PekLFKbtZW,#38882,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2KtAiwUKr18eXW$JNSNNag,#38883,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1LNrKUJ2f3xwGm49vCi5Y0,#38884,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,03zEL46e54kvwMort0K0hk,#38885,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,3ryHqG7fLB9xzIBjsbqtoB,#38886,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1gPDmwNePCIA3BwC1YP_DE,#38887,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,1iq4wnetbDr9wJxJXUWvyA,#38888,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,31zKygPcD6V8aURh7ULuIU,#38889,IFCRELSPACEBOUNDARY
IfcRELSPACEBOUNDARY,2KAlcuqiv3AfUtSYLdHTcD,#38890,IFCRELSPACEBOUNDARY
